@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
1.0,'Panellist from World Bank presentating on Understanding the potential for youth and women and wat may help guarantee success #GCARD2 #C22'
1.0,'Have you picked up your December issue of WDC yet? It includes a full in-depth review of Nikon\'s D600,... http://t.co/aM5297hY'
1.0,'@KValdez10 no JK.. Wait when are you available???!!! Rafa is pwede on Friday and you said Friday greenbelt.. Am I roight? =))'
-1.0,'@chrischris__  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend'
1.0,'Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!'
-1.0,'@rioferdy5 Relaxing?U have a match with Chelsea tomorrow.Oh,I see.U don\'t wanna get owned by Chelsea\'s youngsters like Bale did.#shame #cfc'
1.0,'How great would it be if the power came back today but so many schools in fairfax country didn\'t have power so school was closed tomorrow?'
1.0,'@hensley_shana Awesome Photo of the snow starting in West Liberty! May we broadcast with credit to you? http://t.co/n8f43O2h'
1.0,'good eats on deck 2day. Volare 4 lunch. Maya del Sol 4 dinner. i was smart 2 wear black. i may look like i\'m w/ child by the end of the day'
1.0,'Safe and Sound on 57th and 11th...hoping that they clean up Sandy quickly for those that were in her path. Love you all!'
1.0,'Delicious warm sun...great to see you (if only briefly) after hurricane sandy whipped through here a couple hours ago.'
1.0,'@woolimboys Oppa you may have ur style like Hoya oppa.Dun worry,even now,you have a lot of fans , like me !!'
1.0,'Shaquille O\'Neal All-Star comedy jam @ DAR Constitution Hall Sat. 8pm Nov 3, 2012 Washington DC.. Looks like it will be a great show!!'
-1.0,'@whiteboytatted @PaperChaseEnt_ y\'all tryna fuck with Chapel Hill tomorrow night???'
-1.0,':\'( dk why but the 3rd hospital file not working for me. Gotta try download from HF instead'
-1.0,'Laker fans should take it as a sign that they got beat by the Sacramento Kings twice in the preaseason...and their starters played the 4th'
1.0,'Sandy has passed by, and the Cathedral Close was only lightly touched (whew), so yes, NCS will be open tomorrow,... http://t.co/ezSYPv3D'
1.0,'So lucky that I\'m off college Tuesday, Wednesday and Thursday next week when I\'m going watching Evanescence on Tuesday night :D'
1.0,'@ama_la_lettura would you be up for full day of movies at mine on Thursday? :P so far Tarzan and The Notebook is on the list xD'
1.0,'remember that one time in the 4th grade when i loved The Parent Trap so much that i gave it up for Lent....'
-1.0,'ECHO: Sex offender is warned he may face jail over offences http://t.co/VetvYrYh #Dorset'
1.0,'Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I\'d really appreciate it'
1.0,'Belated post: I actually really liked the Steelers\' 1934 throwback uniforms from Sunday\'s game against WSH. People just hatin\'. :P #FB'
1.0,'Someday I\'ll have a party and that party\'ll be named \"Angelo\'s 18th\" yes after 2 more years. I just turned Sixteen and I\'m a college student'
1.0,'Its Tuesday &amp; time for Young Life! 8:32pm Union Lyceum. Takin\' it up a notch tonight! Come join us #whywouldyounot'
-1.0,'A 19th journo murdered in Somalia / Tokyo 2020 unveils stadium design rivals/ Why Madrid says it needs 2020 Olympics / http://t.co/ylSLefYT'
1.0,'Still time to order your #Halloween treats! Deadline: 2PM CST TODAY (with Overnight Shipping) to arrive tomorrow! ---&gt; http://t.co/vvT2ImJz'
1.0,'@tellsbells1 Cup games always tricky..may b stick a small acca for fun and enjoy the evening with a nice wine bottle :)'
1.0,'@JennetteMcHevan I have studied all day but tomorrow I\'m going out with friends! :D Omg Jennette did?!!!! I\'m gonna look! &lt;3'
1.0,'Watchin Step Up &lt;3 the 1st one is the best with Channing Tatum as the main guy &gt;&gt;&gt;'
1.0,'An exciting day tomorrow @punchestownrace Oscars Well making his chase debut and Operating first time out over hurdles!! #fingerscrossed'
1.0,'@Offensive_Liam she\'s drivin through from Banff with her dad goin to sort stuff in her flat! Roll on Sunday though :)'
-1.0,'I\'m not gon believe that Victor Cruz is the real deal until he lines up outside, no slot, and doesn\'t disappear like he did Sunday'
1.0,'Delicious grilled cheese with ham cooked in Sun Dried Tomato, Parmesan &amp; Garlic oil from Olive That in Montclair http://t.co/Wf0pNsHQ'
1.0,'Oxygen &amp; VH1 get the MOST ratings on Monday nights. . . Lol we aint playing no games I cant wait till tonight'
-1.0,'@DDoughtyOnAir @SoBoTucker However, he has confirmed breaking a chair in the Duke pressbox, 2nd such destruction at a Duke sporting event.'
1.0,'Everyone talks about eli manning  being the best in the 4th qtr. Jay cutler has the best qbr rating in 4th qtr in the nfl #GetSome #DaBears'
1.0,'Jose Mourinho: \"We want to win the playoff, and if we win tomorrow, that\'s best\" #HalaMadrid'
1.0,'Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb'
1.0,'Mark your calendars ladies: Luke Bryan will be at the Houston Rodeo March 16th, Then George the 17th!! @sarbeco @A_Festervan @KristenKLee'
-1.0,'I hate watching movies like friday after next on VH1 , BET, MTV,&amp; etc. because they take out the bad language -__-. It\'s no fun !'
-1.0,'Don\'t think Chelsea should appeal for Torres\' red card. Let Sturridge play tomorrow. It\'s the Carling Cup, not PL.'
-1.0,'Amanda thinks that because she\'s not \"going to the Oscars\" is a valid excuse for her not washing her hair since Thursday.'
1.0,'Hello everyone.Tuesday night like always Beef Kabob special it is DELICIOUS,Acoustic open Mic with Brian Ruskin... http://t.co/aaovO85i'
-1.0,'Without Carl Nicks, Bucs to shuffle O-line: Some major news out of the Tampa Bay Buccaneers on Tuesday afternoon... http://t.co/jAXDgq0P'
1.0,'I\'m just looking forward to the Knicks verse Nets game on Thursday! Carmelo Anthony verse Deron Williams my two favorite players!'
1.0,'@thmazing Also the way to go at Zachary\'s is the stuffed mushroom and spinach. Excellent. (note: this opinion may be out-of-date).'
1.0,'Girls Gone Wild gon be at my school Thursday shit gon be crazzzzyy make sure I be my ass on campus lol #NPU'
1.0,'@p4_da_PRINCE @lakers SACRAMENTO KINGS, we just beat y\'all Sunday and thurs night so what it was preseason won me some money. Nov11'
1.0,'@oluoch @victor_otti @kunjand I just watched it! Sridevi\'s comeback.... U remember her from the 90s?? Sun mornings on NTA ;)'
1.0,'@WindUpRecords Hi, would love to organise a photo pass to shoot the Evanescence gig in London on 9th, who can I contact to arrange?'
1.0,'@DanicaPosadas Aww thank you Danica! You are an amazing person with so much talent and love! Hope to see you in Miami this coming March.'
-1.0,'Shit here comes all the hawker tweets. Don\'t worry Wildcat fans they will all be gone on March 20 (first round of NCAA tourney)'
1.0,'Had a great night at the club and now just chilling before going to the pit of doom for the night! Will be playing HF again tomorrow.....'
1.0,'@nery_lr cool this is cool i managed to get the CTS sun in the pic and black stars for Avril now for lawson'
-1.0,'If I don\'t feel A1 tomorrow I\'m not going to school rs!'
1.0,'The 1st article pointed out to me for my FB page dedicated to the announcer at Bethnal Green - hoping the 1st of many! https://t.co/1WqEQTpJ'
1.0,'Tomorrow, Okami will be released on PSN in HD. Can\'t wait to play it again! To me, it\'s one of the greatest games ever made! #okami #clover'
1.0,'If the Steelers play as good as they did Sunday I say keep the Bee uniforms on all the way to the Superbowl #steelers'
1.0,'hope my interview go A1 tomorrow , I really want this job .'
1.0,'@kadecudi_nova @keriilynnbabe well then, have fun not trick or treating. I\'ll be in br doing it Wednesday, and Thursday in Zachary. BITCH.'
1.0,'i sang an Avril Lavigne song for the talent show in the 5th grade.. i loved her so much'
1.0,'@AKRAM01ARABI Friday\'s the main day!!!! Knicks vs Heat'
1.0,'Just got the last win of the season! 2nd place in league woot woot! CIF HERE WE COME!!! ;)'
1.0,'Star ships were made to flyyyy\n #nowaynicki #congrats you passed 1st grade.'
1.0,'@ScottPorter I LOVED the episode!!! Can;t wait until Hart of Dixie returns November 13th!!'
1.0,'@PeteAbe hold out hope for Valentine, he may win manager of the year'
-1.0,'niggas boutta be DROPPIN like flies down georgetown tomorrow , you wont catchh me there !'
1.0,'Wish i couldve went to see Miss May I tonight at house of blues -.-'
1.0,'@BerniePleskoff no problem. Are you going to be at the Rising Stars game on Saturday?'
1.0,'Ready to see the Sixers play the Nuggets tomorrow!'
1.0,'Mom, can I miss A1 on Thursday? If you love me you\'ll say yes. #hopefultweet'
1.0,'Psych and garage rock fans will love @THEVACANTLOTS @LovelyBadTweets &amp; @__cosmonauts__  at the Echo on Nov 6th! Tix http://t.co/Kh7ZPEqE'
1.0,'We\'ve just sampled some of Greg\'s DELICIOUS pretzels for our German themed boardroom dinner tomorrow! Yummy!'
1.0,'My 1st tweet, chose you @KellyRipa, saw u in Banff, thankful our snow isn\'t as damaging as the weather you\'re dealing with!  Keep safe &amp; dry'
1.0,'So Justin Beiber is coming down here Jan. 15. Am I the only one excited? Lol'
1.0,'This time tomorrow night ill be partying it up in chapel hill :) #cantwait'
1.0,'Going to the Georgetown game on Friday! #imwearingblue #istillloveeastview'
1.0,'@AP I hope they make sure to take care of Eli Manning, Giants Vs Pittsburgh on Sunday #NFL'
1.0,'@JacqDowling @CougFanTMB I finished 1st in a Bowling 101 class of 50 that included members of the Bowling team... You\'re totally effed.. :D'
1.0,'STAR wishes all the #students at @BrandeisU a #stressfree time registering for classes. May sage be with you @brandeis_lts'
-1.0,'Kobe in the 4th is like Eli Manning. #Beware'
1.0,'I can\'t wait to see the Lakers tomorrow....'
-1.0,'Cupid did so much work da 1st time that he don\'t wanna be my friend no more'
1.0,'Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I\'ve seen tonight.'
1.0,'Tryna be more than temporary , love you everyday like February . I\'m tryna make us soo official like #loverboy'
1.0,'Looking forward to going to Carrow Rd tonight. Last time we were there, Bale scored 2 and we were 3rd. Do not want extra time though'
1.0,'when the best talent is on internship......  \"@temasekpoly: Sony is coming to TP this Friday to look for student talents!\"'
-1.0,'If the world ends in December, I\'mma find Justin Beiber and castrate him before I die.'
1.0,'@ClAmAtaDOrE Just like the sun and the stars and the sea ,true love will go on through eternity.Sweetheart you are my super star.Kisses,Star'
-1.0,'Our Wacky Wednesday promo, is going a bit Ground Hog Day!!! I say our \nOur Wacky Wednesday promo, is going a bit... http://t.co/9TFA1XnE'
1.0,'Knowing the movie industry in Kumasi, a movie a titled \"Ayariga for President\" may not be too far away. Please don\'t disappoint me#BoxOffice'
1.0,'@teafortree Goon is always a good idea! It will probably taste better than the $10 bottle of vodka I have for tomorrow...'
-1.0,'Back to Norwich City tomorrow to do loads more shopping as we couldn\'t fit it all in on Monday...\n#shopping #Norwich #addicted'
-1.0,'@3Sugar2Ray1: bro \"This nigga said Zimmerman was charge with a 2nd degree murder. Who he kill the 1st time?\" Lol'
1.0,'World Bank  approves US$50 million for  improving compliance with industrial wastewater treatment regulations in Vietnam - Oct 25th'
1.0,'Tomorrow night it\'s your chance to slay a dragon in Jerusalem\'s Old City! http://t.co/GDyXDvk8'
1.0,'I may be a little too optimistic but I think the Browns vex themselves of the Baltimore curse and beat the Ravens.  Maybe its just me lol'
1.0,'As we patiently awaitRT @RealBlackCoffee: Back in Studio putting final touches to the #Album...should be out nxt week Friday.'
1.0,'If you haven\'t seen your Good Giving Guide yet, check it out online.  The Challenge starts Nov 1 - we appreciate your support!...'
1.0,'Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!'
1.0,'TONIGHT!!! we proudly pres. our 7th HALLOWEEN party with LIMEWAX &amp; many more - this time at Studio 21 (twenty one) http://t.co/noBBKrxz'
-1.0,'When Mr.Craig said sunday night was officially the last day of Marching Band. &lt; &lt;'
1.0,'Buzzed that I\'m going Amsterdam on Friday! Ajax tickets could do with turning up though #fuckyouviagogo'
-1.0,'@staceyx8x lmao, from a garage in Boro. My mate went in for drink on Sunday night but they wouldn\'t serve him because it was too late, so'
-1.0,'Just been told by west-point cop that dixie wont be open till friday, Morning or night he wasn\'t sure yet.'
-1.0,'@qweenrobin Well Tuesday is a busy TV night state-side. I\'m still not done with the latest ep of Hart of Dixie!'
1.0,'Northern lights sale tomorrow following the Wexham Cup Bull Sale; sale of Elite Female Holstein &amp; Jerseys! A real treat of a sale! No trick!'
1.0,'Looking forward to going to Carrow Road with my brother tonight #coys (he must\'ve forgiven me for my behaviour at White Hart Lane in April)'
1.0,'@BreeKaye08 haha I just may have to see him at rodeo this year. Thankfully it\'s a Saturday!!!'
1.0,'And on top of it all, my horoscope is super positive and my coffee is SO DELICIOUS today. Hey, Wednesday. We can get along!'
1.0,'Looking forward to rocking it out at Roma\'s in Louisa on Saturday night!!!!  Hope to see everyone there!!!! No cover!!'
1.0,'@ThomasErdbrink If Obama wins I am quite sure one of his 1st major foreign policy hits would be successful resumption of talks with Tehran.'
1.0,'Tomorrow is the release of the 20th Anniversary Kniteforce Boxset featuring many remixes including mine of Super Sunday! $92 at the store!'
1.0,'@NiallOfficial Huum if you\'re hungry, come to Tunisia we have delicious food here! Huum Nialler always eat :o c\'mon!'
1.0,'@CUTE_AF I\'ll make you the cd\'s while at work so you may add it to your collection if you like! lol :) Girl Poetic Justice n Gold Alpinas!'
1.0,'The Bulls head to CLE Friday night.  One night doesn\'t a season make, but that was a solid win over WSH on Opening Night.'
1.0,'@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.'
1.0,'David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he... http://t.co/Rt5ORbLK'
1.0,'Nine Goa Congress legislators want to join us: BJP: Panaji, Oct 31: Goa\'s ruling Bharatiya Janata Party (BJP) to... http://t.co/eyppTNWn'
1.0,'Guess what?! We are going to be having our Christmas party on December 6th! No shows, unless your Justin Beiber.... http://t.co/iaDZABbB'
1.0,'Tickets selling well for Northern Lights talk with @kielder_obs on Thurs 8 Nov, 6.30pm Central Library. To book\nhttp://t.co/yFM1XAwd'
1.0,'@jamiekilstein you competing in LA? I\'m playing a show in LA with AR on Friday night! Come hang out! We are at \"on the rox\" above the Roxy!'
-1.0,'Oslo has been gloomy the whole day. Am ok with the temperature but not the non-sunny outlook. Hope it gets better tomorrow.'
-1.0,'People getting off Caltrain at 4th and King for the #SFGiants parade are already pretty wasted... at least they didn\'t drive in I guess.'
1.0,'Good luck to Girls Tennis as the take on South Torrance today on 1st round CIF! #GoLions2012'
1.0,'yay~ payday today, and i\'ll be in austin tomorrow nite to see leonard cohen!!! i gotsa four~day weekend on my hands!! happy fukn Halloween!!'
1.0,'@the2scoops Much of last season, too, esp 2nd half. Tho I loved Jack White, and Mick Jagger with Arcade Fire / Foo Fighters was amazing.'
1.0,'Happy 13th birthday to one of my favorite boys, Zachary! He\'s growing up so fast, he\'s almost as tall as me. http://t.co/Gaiu45XA'
1.0,'The Marching Band is playing the 3rd Quarter dance song right now and I can hear it from my class. I gotta do it, can\'t stop...'
1.0,'If I ever celebrated halloween I\'d either be Janet Jackson from Poetic Justice or the girl w/ the braids from Friday :D'
1.0,'Come spend Halloween with us at Volare!\nThe Robbie Bartlett Trio will be here for your enjoyment!\nWednesday is... http://t.co/ytUGx01q'
-1.0,'1st 5-star review. Colour of Lemon sets off like a bullet train with the gruesome murder of one of Sowerbutt\'s own.'
1.0,'Intermission FC took a big step towards the title with a hard fought 1-0 win over fellow table toppers The Real Ajax on Monday night.'
-1.0,'@RefriedBrean And then both teams took dumps in the 2nd round of the Big Dance, KU flaming out against UCLA, Mizzou losing to Northern Iowa.'
1.0,'This is a most excellent Wed! The 2 boxes of Porto\'s goodies that just showed up at studio re-enforcing this! #redvelvetcupcakebreakfast'
1.0,'Today I came to the world of television, who knows, but may be very soon I will be interviewing Big Time Rush? I wish this all my soul! &lt;3'
1.0,'So ready to be done with classes tomorrow and head to Chapel Hill to support my favorite #WUWBB ladies @brooklynTHEboss  &amp; @allthatJAZZ_21!'
1.0,'Proud of my Mom for all her hard work with Best Business Strategies to get President\'s Circle in Sage 50 for the 2nd year in a row! Wooooo!'
1.0,'Rodeo Miami named Rodeo of the Year for the 3rd straight year!  Congrats to the Rodeo Miami Team! http://t.co/W1MJSz6t'
1.0,'Emme\'s 10th birthday cake :) with Big Time Rush! http://t.co/g46VjgJw via @pinterest'
1.0,'The Lorax paid us a surprise visit, checking the place out for Saturday. Come meet him 11/3 from 10-2! http://t.co/JJIicH4D'
1.0,'Anyone wanna go see #shedseven at Boro on 14th December?? 17.50 each. Let me know, I really want to go.'
1.0,'Sneak peak: This Sunday is going to be a BIG DAY in Adventure Park!  http://t.co/eeI1H3Wb http://t.co/EcMd0guN'
1.0,'Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious'
1.0,'LOL. So Haryana has a day off tomorrow because it\'s \"Haryana Day\".'
1.0,'It\'s all about REPTILES THIS Saturday, November 3rd!\n\nMeet Animal Planet\'s GATOR BOYS, enjoy live venomous... http://t.co/JurhGwTV'
1.0,'Last 24hrs covered Delhi, passing thru Punjab, Haryana. Tomorrow morning Jammu. Just loving it!'
1.0,'#HalloweenFacts #Halloween also is recognized as the 3rd biggest party day after New Year\'s and Super Bowl Sunday.'
-1.0,'I guess Knicks/Heat is on for now. Pretty clear that tomorrow\'s game wasn\'t going to happen.'
-1.0,'@dannyislington nah I havnt knew about the Adidas deal! U like it? I\'m undecided.... \n\nWhere u watching game sat? I\'m trying to get it off!'
1.0,'If your in Huntsville that Halloween discount is valid in person jus hit me up &amp; you\'ll get it tomorrow'
1.0,'@heeydems Do you know ?they may not but we\'re so fond of all the countries . Uh,happy Republic Day .'
1.0,'It\'s the clash of the century - we\'re taking on @love39steps and @1Man2Guvnors at bowling tonight. May the best show win. (us) #fightingtalk'
1.0,'Just did Spartacus 2.0 and sauna...imma be sore tomorrow but so worth it'
1.0,'Another #Chelsea vs #ManchesterUnited today for the 4th round of the Carling Cup!! Don\'t miss out'
1.0,'@AW_ER_THE_PLACE  hey Pamela! Off to Oslo tomorrow then Canada after that! We will get that drink one day!'
1.0,'Big Day in the sun now a Big Night in the heat with @tobybinge #poppinbottles'
-1.0,'#motochat A1. Live in NE Scotland ...winter riding would require hand full of nails thru the tyres. No ride season Nov-Mar ;0('
1.0,'You guys need a proven goal scorer ASAP &amp; He fits the bill!! RT@onesimo25: Can Roman Abramovich please get us Falcao in Jan!!! @chelseafc'
1.0,'@Jennykeast Elimination Diet starts tomorrow don\'t you mean ;) #lean #vegvegveg!'
-1.0,'#NBA The Brooklyn Nets opener vs. the New York Knicks is postponed. It was originally scheduled for Thursday evening.'
1.0,'I tell Katie there\'s supposed to be a good firework display in Banff this Saturday. She replies with \"oh right during the day yeah?\" Yeah.'
1.0,'THANKS TO THOSE WHO CAME DOWN TODAY!! Thanks for the love tonight!! BKK bound now!! See ya party people next wednesday!! #TGIW &lt;3 GHETTO :)'
1.0,'Physics professor just extended our assignment from 11:30 tonight to 11:30 tomorrow...I guess he isn\'t the only one drinking. #profgetcrunk'
-1.0,'Cba with work tomorrow! #Boring #Blag'
1.0,'@thewovenword ....is @ericwfoster going as that \"Upwards Kid\" that he played so well on Sunday night??!! ....with his prop/friend, \"Adidas\"?'
-1.0,'Bear with me for the power crisis: Jayalalithaa: Chief Minister Jayalalithaa on Wednesday asked the people of Tamil... http://t.co/6FL1pjuL'
-1.0,'@Raiders_Spurs Reggie isn\'t interested in dealing picks like the old regime.  Can\'t see him parting with anything other than a 6th or 7th'
1.0,'Getting @Jassy_Baby transcript and shot. Tomorrow accuplacer and group advising. Turning in fafsa tonight. Making moves before NY. Love you'
1.0,'How do you say, \"DELICIOUS!!\" In Spanish? #RioGrind is gonna have @guanacotruck hanging out on Saturday. Latin Fever! http://t.co/qGuTQ596'
-1.0,'So I have a red eye flight home from CA Sat. night at 1AM PST w/ layover in Dallas on CST along  with the clocks being pushed back an hour.'
1.0,'I can\'t wait to cruise Walgreens tomorrow for all the half-price avatars. #LOVEMEEEEEEEEE'
1.0,'@ChrisAshton1 gutted.takin Mrs 2 her 1st eng game then. She loves the dive fella.cocky git! Wish u well 4rest of internationals.'
-1.0,'@Andrew_Heaton I think we need 3 first XI ready players in January. That\'s a huge ask unless you\'re prepared to overpay'
1.0,'At least it will make up for the SAT and the Gonzaga game'
1.0,'The dance parties at the Boys and Girls Club are the closest I\'ve been to clubbing. And some of the 4th grade girls can dance better than me'
1.0,'Big day tomorrow! RVC WBB get their National Championship rings and an exciting new era of MBB begins! Good luck @CoachDoty and Coach Opat!'
-1.0,'And also, haven\'t been able to check and CBA updates since Sunday. If anyone hears any news, please pass it along to me. Thanks!'
1.0,'NEWS: Plan B confirms February UK tour with support from Labrinth and Rudimental! http://t.co/uQpkOOmo'
1.0,'@AshaToAshes Ash Wednesday they put ash crosses on your forehead that was the joke lol'
1.0,'Have had two very enjoyable nights of Carling Cup action with Arsenal last night and CFC this. Will QPR v Reading on Sunday live up to it..?'
1.0,'Having to read Charles Dickens for homework may be the greatest thing ever'
1.0,'If your in Indianapolis tomorrow swing by the Macy\'s at Castelton mall from  5:30-7:30. I\'ll be there signing autographs and pictures!'
-1.0,'Ugh had ISS today , gonna have it tomorrow too -_- #gay'
-1.0,'@ooteeny @stuwaldy will NEVER but the sun Jo, never!  EVEN - for a guaranteed date with Dave Grohl!!! Even then!!!'
1.0,'Imagine Danica and Danielle meeting @justinbieber on Friday and the feeling you get to say that you helped out. #amazing #JBMeetDanica'
1.0,'@ChemicalJericho @xCescaCenax @Vasso_Cenation @HeadshotZombie Happy Halloween spend it with Bruno Mars and shenanigans http://t.co/KTV8sfFl'
-1.0,'And on Tuesday, Harry Redknapp distanced himself from the job following speculation he was planning talks with the club.'
-1.0,'Damn I have to wait til\' tomorrow before I know if I can go to Oslo with my sis. Damn. I\'m not good at waiting'
-1.0,'A 5th grader just told me she got ISS today when I asked her why he told me that she told her teacher that she had a big butt...'
1.0,'Watching Freaky Friday again with Danica. #HernewFavoriteMovie Think 5 is too young to explain how good Lindsey Lohan had it before drugs?'
1.0,'Is Paul George gonna take the T-Mac step in his 3rd year? Hope so'
1.0,'Feet First has #PrincetonTec headlamps! Hope to so you all at the Young Life 5k Saturday.'
1.0,'@RevJCMitchell  Thought you might appreciate this photo taken of AJ at the Celebration Sunday better than anyone! http://t.co/Rfa01cr5'
1.0,'Hope everyone made it to the UC in time to see the Bulls raise their 21st straight Financial Champs banner. A true dynasty, we have.'
1.0,'@MateRiaLGirL1 it will be like Sunday night in Miami, Lmfao'
1.0,'The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://t.co/nVQELIHn'
-1.0,'Watching Ghost Rider: Spirit of Vengeance. It\'s much worse when you may have thought. #fb'
1.0,'Scott &amp; Evelyn Swanson, both work for FEMA.  Happy to host trick-treaters tonight, Evelyn heads out tomorrow http://t.co/cgzl3hcR'
1.0,'We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr'
-1.0,'Whitecaps vs the mighty Robbie Keane and LA Galaxy this Thursday, 7:30. Fuck training, hitting up @SinBin_Grill'
1.0,'Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it\'s against my boys, LETS GO SPURS! #Spurs #NBA'
1.0,'The bulls are back! @haralabob what seed do you think the bulls can finish assuming a 75\% rose comes back by March'
1.0,'DC tomorrow! Stoked to see friends at American, Georgetown and elsewhere. Text me if you are free. #fb'
1.0,'@finefoodgirl SBS popped it into an earlier time slot, across 3 weeks- so I missed the 1st one- (maddening!) but watched online- was v good.'
1.0,'Now y\'all know all that Halloween candy is gonna be on clearance tomorrow...you can save it for Valentine\'s day :)'
-1.0,'My teachers call themselves givng us candy....wasn\'t even the GOOD stuff. I might go to Walmart or CVS tomorrow/'
1.0,'Get your sweat suits! It\'s November and its time to lax! Practice tonight, game at @DrexelClubLax tomorrow. #FallBall'
1.0,'@sheemalv Hey mom! I\'m done with Eng so going to hand it in soon &amp; got about 500 words to go for His &amp; handing it in tomorrow! :-)'
1.0,'@SemiProJoe @SaraWoof looks like it\'s coming on Valentine\'s Day. I liked the 4th, I think 5 will be just as good. He\'s in Russia this time.'
-1.0,'This is Austin Rivers 1st game and people sucking him he a rookie chill !'
-1.0,'#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://t.co/k7Zh7sgC'
1.0,'Aye if u guys like basketball the NBA League pass is free for November 6th find the channels on Comcast or Direct TV'
1.0,'If Seattle and Portland were knit together and covered by the California sun, you\'d have San Fran. Kinda love it.'
1.0,'@jtidwell808 Lowry\'s getting $12 mil over 2 years, Lin\'s getting $25 over 3 but $14.8 mil in the 3rd year. I\'d say Toronto got better value.'
1.0,'Good luck to Infinity\'s Iain Veitch who competes in the Taiwan #ironman70.3 on Saturday'
1.0,'The great Noel Gallagher is about to hit the stage in St. Paul. Plenty of room here so we\'re 4th row center. Plenty of room. Pretty fired up'
1.0,'ATTN: Friends and fans! Come join me at Birdy\'s Thursday night @ 9:30 for a night of acoustic music!! Would love the support! Hope to see u!'
1.0,'Jeremy Lin picks up his 4th foul, all he does is turn it over!!!! Pistons are hot right now folks!!'
1.0,'SBS : Emails will start going out tomorrow. Thank you, everyone, for your patience!'
1.0,'@MarvRamrod Were doing great up until the 3rd.. Struggling a lot. Harden and Lin doing very well together. Harden w/ 31 pts. so far.'
1.0,'If You Can\'t Beat \'Em, Recruit \'Em ( #YHOO, AOL, GOOG, TWX, AAPL: Inc. (NASDAQ: YHOO) may have the biggest weapo... http://t.co/EuacVGrv'
-1.0,'Sister is rubbing it in my face the fact that she has no school tomorrow and I do, #ULazySackOfShit Thalia Its all love though lmao'
1.0,'Bad Girls Club: Mexico...is so official now meaning most of the girls going off on each other. I can\'t wait until monday.  |D'
1.0,'Pacers had a very solid 4th quarter comeback victory. Paul George played fantastic in the 1st quarter but disappeared after that'
1.0,'@robyn_bryant well its my favorite 4th doctor story and its written by Douglas Adams. And if youve ever read the 1st Dirk Gently book (1of2)'
1.0,'Jeremy Lin was a +23 for Rockets in his debut. That\'s the 2nd-best plus-minus for him in any game in his career.'
1.0,'@alexisnews You should attend @wftda Champs this Fri/Sat/Sun: top 12 roller derby teams in the WORLD, we play Indianapolis 8pm Friday!!!'
1.0,'@BenThePCGuy Only you can answer before I try! There\'s on WP8 a way to call 3rd p. apps? Like Intents on Android. I wanna switch to WP!'
1.0,'Halloween is the third biggest party day of the year behind New Year\'s Eve and Super Bowl Sunday'
1.0,'Awesome talk from awesome @BeckyPallack in the Star apprentice class tonite on social media! Just in time for Super Tuesday!'
1.0,'Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.'
-1.0,'I really don\'t want to go to ISS tomorrow... -_-'
1.0,'Congrats to @MizzouSoccer as \nMizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 pm! #MIZSEC'
1.0,'Happy Birthday Haryana.\n\nMay you get the best in times to come.'
1.0,'Tryna make tomorrow much better'
1.0,'Channel 4 30 years old on Friday! D\'oh\nShowed some great programmes over the years, especially Paul Hogan.'
1.0,'@padrebrey Good point!  Ash Wednesday isn\'t a day of obligation?  I\'ve never missed one.'
1.0,'Will @CourtneySager3 @Aubskidoodle @heath0123 @Major_Peter or any other SES grads be at the FHSU vs. KSU WBB game tomorrow?! #comeseeme :)'
1.0,'@JamieLynnDrohan Will miss ya on the Red Carpet tomorrow!! #Nashville'
-1.0,'Hackers have already defeated windows 8, and ReadWrite Mobile ranked it 5th in interface design, behind iOS and Android.'
1.0,'I\'m taking the SAT at Bob Jones. lol I feel cool.'
-1.0,'@DJmizuhara right! Where is the 2nd Vita heaven? Vita is a zombie right now. Maybe Sony is busy on the PS4 and just forgot about the Vita.'
1.0,'I hope Miami does this to the Knicks on Friday. #TeamHEAT'
-1.0,'I\'m assuming that HEB ran out of candy and people decided to give out pizza instead because it was busier than Super Bowl Sunday today'
